referencia;proveedor;estante;nombre;referencia2;iva;cantidad;costo;precio;unidad_medida;fecha;fecha_trx
3096;0;0;PORTA LAMPARA SENCILLO;;16;0;4301;8000;;15/02/2011;19/12/2012
3095;0;0;PORTA LAMPARA DOBLE;;16;0;0;22000;;15/02/2011;        
3127;0;0;RACHE JUEGO CHINO;;16;11;11000;20000;;15/02/2011;26/03/2016
3129;0;0;RACHE JUEGO UYUSTOOLS REF: DAH901;;16;1;0;45000;;15/02/2011;20/01/2012
3135;0;0;RACOR MACHO GAS;;16;13;400;1500;;14/02/2011;17/10/2015
3454;0;0;TERMINAL ELECTRICA;;16;14;0;150;;14/02/2011;07/12/2015
3453;0;0;TERMINAL ELCTRICA OJO;;16;13;0;200;;14/02/2011;20/02/2016
2312;0;0;FISTOL GAS 0641;;16;2;0;2500;;14/02/2011;01/08/2011
2316;0;0;FISTOL GAS MACHO;;16;1;0;2500;;14/02/2011;        
2315;0;0;FISTOL GAS 0656;;16;18;500;2000;;14/02/2011;23/02/2014
2314;0;0;FISTOL GAS 0649;;16;2;0;2000;;14/02/2011;        
2313;0;0;FISTOL GAS 0648;;16;16;500;2000;;14/02/2011;01/08/2014
3173;0;0;REGLETA PEQUE¾A    15 A;;16;3;301;600;;14/02/2011;31/03/2016
2027;0;0;DAMA PEQUE¾A;;16;298;50;100;;14/02/2011;26/03/2016
3330;0;0;SOPORTE VALVULA  OLLA UNIVERSAL;;16;10;750;2000;;14/02/2011;20/10/2015
2340;0;0;GANCHO CHAZO;;16;6;0;1800;;14/02/2011;20/03/2013
3699;0;0;VALVULA CON GORRO ECONOMICO;;16;13;1200;3000;;14/02/2011;29/03/2016
1487;0;0;CACHAS CUCHILLOS;;16;26;0;1500;;14/02/2011;        
1727;0;0;CHAZO METALICO OJO;;16;0;0;1800;;14/02/2011;18/12/2011
1728;0;0;CHAZO METALICO OJO 5/16;;16;0;0;1200;;14/02/2011;08/04/2011
3124;0;0;QUEMANDOR CONTINENTE;;16;3;0;7500;;14/02/2011;        
1156;0;0;BASE LICUADORA OSTER;;16;17;950;2500;;14/02/2011;07/03/2016
3119;0;0;QUEMADNRO HACEB;;16;4;4100;7500;;14/02/2011;14/06/2014
3122;0;0;QUEMADOR HACEB ROMBO;;16;5;6295;9000;;14/02/2011;09/04/2012
3121;0;0;QUEMADOR HACEB HONGO;;16;4;4000;7500;;14/02/2011;31/12/2014
3123;0;0;QUEMADOR HUECO;;16;3;0;3000;;14/02/2011;        
2202;0;0;ESMALTE BLANCO MATE;;16;3;0;16000;;14/02/2011;08/04/2014
2221;0;0;ESMALTE VERDE ESMERALDA;;16;1;0;16000;;14/02/2011;10/12/2013
2219;0;0;ESMALTE ROJO VIVO;;16;1;0;16000;;14/02/2011;04/11/2013
1134;0;0;AZUL OSCURO BRILLANTE;;16;1;0;16000;;14/02/2011;20/03/2011
2211;0;0;ESMALTE GRIS NUBE;;16;2;0;16000;;14/02/2011;18/12/2013
2196;0;0;ESMALTE ANTICORROSIVO GRIS;;16;2;0;16000;;14/02/2011;        
2205;0;0;ESMALTE CREMA BRILLANTE;;16;1;0;16000;;14/02/2011;23/10/2015
2190;0;0;ESMALTE ALUMINIO;;16;1;0;16000;;14/02/2011;        
2195;0;0;ESMALTE BLANCO MATE 1/4 PINVIACRIL;;16;2;7381;12000;;14/02/2011;07/03/2016
3125;0;0;RACHE DE 1/2  ESTANLEY;;16;0;27424;42000;;14/02/2011;05/11/2015
3126;0;0;RACHE ESTANLEY 3/8;;16;1;18909;32000;;14/02/2011;14/11/2014
3131;0;0;"RACHE UYUSTOOLS G38  3/8""";;16;9;7500;13000;;14/02/2011;05/09/2015
770298608468;0;0;"BARRA EXTESIBLE 3/8 X 10""";;16;1;0;12000;;14/02/2011;        
2286;0;0;FAJA TALLA L;;16;4;16500;27000;;14/02/2011;28/03/2016
2931;0;0;PESCA DE 3MTS;;16;6;1500;5000;;14/02/2011;22/01/2016
871192008031;0;0;FAJA RAGER  Y SACO  S;;16;4;12366;27000;;14/02/2011;06/02/2016
2130;0;0;CAUCHO OLLA 4-6 LITROS BLANCO;;16;19;400;1500;;14/02/2011;03/04/2016
3134;0;0;RACOR HEMBRA FINO GAS;;16;46;800;2000;;14/02/2011;18/04/2016
3133;0;0;RACOR HEMBRA ECONOMICO GAS;;16;6;400;1600;;14/02/2011;12/01/2013
770256125492;0;0;VALVULA UNIVERSAL ORIGINAL;;16;1;4796;9000;;14/02/2011;08/04/2016
3702;0;0;VALVULA ECONOMICA SIN GORRO;;16;9;0;2000;;14/02/2011;29/08/2015
1994;0;0;CUCHILLA UNIVERSAL;;16;3;0;12000;;14/02/2011;16/02/2014
1990;0;0;CUCHILLA LICUADORA;;16;1;0;10000;;14/02/2011;        
2927;0;0;PERILLA GENERICA GAS;;16;2;600;2000;;14/02/2011;06/08/2014
2926;0;0;PERILLA GAS HACEB;;16;8;0;2000;;14/02/2011;15/02/2013
770256162038;0;0;BASE LICUADORA UNIVERSAL;;16;3;0;3100;;14/02/2011;12/11/2013
3365;0;0;SUICHE LICUADORA OSTER;;16;8;0;5000;;14/02/2011;        
1968;0;0;CUADRANTE COMPLETO SENCILLO;;16;16;1000;2500;;14/02/2011;28/02/2015
2925;0;0;PERILLA GAS ALUMINIO;;16;6;1000;2000;;14/02/2011;10/07/2014
1969;0;0;CUADRANTE SOLO OSTER;;16;6;400;1700;;14/02/2011;21/12/2014
3629;0;0;TROMPO CACHA UNIVERSAL;;16;47;0;700;;14/02/2011;06/07/2015
2778;0;0;MOLDE PARA DUPLICADOS;;16;1155;450;1500;0;14/02/2011;19/04/2016
770615701177;0;0;EMPAQUE GRIVAL;;16;11;2037;3500;;14/02/2011;06/03/2016
1032;0;0;ADESIVO PEQUE¾O;;16;381;190;500;;14/02/2011;04/04/2016
1031;0;0;ADESIVO MEDIANA;;16;1373;230;1000;;14/02/2011;09/04/2016
2961;0;0;PINSEL # 1;;16;9;200;500;;14/02/2011;29/06/2015
2965;0;0;PINSEL # 2;;16;5;285;600;;14/02/2011;16/07/2015
2966;0;0;PINSEL # 3;;16;0;250;600;;14/02/2011;06/03/2016
2967;0;0;PINSEL # 4;;16;1;350;600;;14/02/2011;07/02/2016
2968;0;0;PINSEL # 5;;16;2;420;700;;14/02/2011;01/04/2016
2969;0;0;PINSEL # 6;;16;6;350;700;;14/02/2011;10/03/2016
2970;0;0;PINSEL # 7;;16;3;530;1000;;14/02/2011;02/12/2015
2971;0;0;PINSEL # 8;;16;4;660;1200;;14/02/2011;17/01/2016
2972;0;0;PINSEL # 9;;16;9;680;1300;;14/02/2011;16/02/2016
2962;0;0;PINSEL # 10;;16;9;770;1500;;14/02/2011;19/09/2015
2963;0;0;PINSEL # 11;;16;9;880;1500;;14/02/2011;04/04/2016
2964;0;0;PINSEL # 12;;16;5;1060;1800;;14/02/2011;15/02/2016
1119;0;0;ARGOLLA LLAVERO;;16;365;28;100;;14/02/2011;28/03/2016
1740;0;0;CHUPA VIDRIO GANCHO PLASTICO;;16;1;200;500;;14/02/2011;29/11/2015
1743;0;0;CHUPA VIDRIO TETICA;;16;813;60;300;;14/02/2011;09/04/2016
2329;0;0;GAFA PARA SOLDAR;;16;3;0;700;;14/02/2011;        
1739;0;0;CHUPA VIDRIO GANCHO;;16;84;100;300;;14/02/2011;30/03/2016
1606;0;0;CANDELA  TOKAI;;16;8;424;800;;14/02/2011;29/05/2015
2548;0;0;LIMA CHAIRA  MUNDIAL;;16;1;20000;33000;;14/02/2011;04/10/2013
2685;0;0;MACHETE RAMBO;;16;1;16872;27000;;14/02/2011;11/12/2015
787579340446;0;0;LIMA CHAIRA PEQUE¾A;;16;0;3400;8000;;14/02/2011;04/03/2014
2920;0;0;PELA PAPAS VICTORINO;;16;1;0;18500;;14/02/2011;        
1995;0;0;CUCHILLO  TRAMONTINA 24620/080;;16;2;0;25000;;14/02/2011;14/12/2013
1228;0;0;BORRACHO 3/8 X 3/8;;16;1;10750;17000;;14/02/2011;15/01/2014
1227;0;0;BORRACHO 1/2 X 1/2;;16;2;0;26000;;14/02/2011;        
1900;0;0;COPA BUGIA  5/8 X 3/8;;16;0;0;7500;;14/02/2011;24/10/2015
2276;0;0;EXTENSION RACHE 3/8 X 3/8;;16;2;4875;7500;;14/02/2011;09/07/2014
1899;0;0;COPA 1/4 X 3/8;;16;5;1926;5000;;14/02/2011;16/03/2015
1897;0;0;COPA 12 MM X 3/8;;16;2;0;5000;;14/02/2011;29/01/2014
1898;0;0;COPA 13MM X 3/8;;16;3;2633;6000;;14/02/2011;25/03/2016
1896;0;0;COPA 11MM X  3/8;;16;0;2418;4000;;14/02/2011;16/06/2014
1895;0;0;COPA 10MM  X 3/8;;16;0;2418;4500;;14/02/2011;10/06/2014
2036;0;0;"DESTORNILLADOR ATILA 1/8 X  2 1/2"" PALA";;16;1;4499;8000;;14/02/2011;12/03/2016
2038;0;0;DESTORNILLADOR ATILA ESTRELLA 1/8 X 2 1/2;;16;1;5035;8000;;14/02/2011;20/03/2016
2043;0;0;"DESTORNILLADOR ATILA PALA 1/8 X 6""";;16;4;4202;7000;;14/02/2011;17/11/2015
2039;0;0;"DESTORNILLADOR ATILA ESTRELLA 3/16 X 3""";;16;6;5603;9000;;14/02/2011;01/04/2016
2045;0;0;"DESTORNILLADOR ATILA PALA 3/16 X 4""";;16;2;4438;7500;;14/02/2011;09/10/2015
2044;0;0;"DESTORNILLADOR ATILA PALA 3/16  X6""";;16;4;4372;7000;;14/02/2011;06/04/2016
2041;0;0;"DESTORNILLADOR ATILA PALA  1/4 X 4""";;16;1;7035;11000;;14/02/2011;19/04/2016
2037;0;0;"DESTORNILLADOR ATILA ESTRELLA 1/4 X 4""";;16;6;6802;11000;;14/02/2011;28/03/2016
2042;0;0;"DESTORNILLADOR ATILA PALA 1/4 X 6""";;16;2;5815;9000;;14/02/2011;14/01/2016
2047;0;0;"DESTORNILLADOR ATILA PALA 5/16 X 6""";;16;1;8066;13000;;14/02/2011;02/04/2016
2046;0;0;"DESTORNILLADOR ATILA PALA 3/16 X 8""";;16;4;4867;7500;;14/02/2011;12/03/2016
2040;0;0;"DESTORNILLADOR ATILA ESTRELLA 3/16 X 8""";;16;7;6225;10000;;14/02/2011;19/01/2016
2035;0;0;"DESTONILLADOR ATILA ESTRELLA 1/4 X 8""";;16;1;0;9000;;14/02/2011;16/03/2011
3623;0;0;TORNILLOS PLASTICO;;16;4;80;300;;14/02/2011;08/02/2016
1161;0;0;BEBEDERO CERDO;;16;16;4000;7500;;14/02/2011;01/04/2016
3157;0;0;REGILLA LAVAPLATOS ACERO;;16;17;3000;6000;;14/02/2011;03/04/2016
770215874258;0;0;AEROSOL CAUCHO ROJO  8 O;;16;1;0;0;;14/02/2011;        
770215874252;0;0;AEROSOL CAUCHO NEGO 8 O;;16;1;0;0;;14/02/2011;        
770215874260;0;0;AEROSOL CAUCHO BLANCO 8 O;;16;1;0;0;;14/02/2011;        
770215878008;0;0;AEROSOL NIEVE AZUL;;16;2;0;0;;14/02/2011;        
745301005353;0;0;JUEGO DESTORNILLADOR CAJITA  7 EN 1;;16;2;0;4500;;14/02/2011;        
2330;0;0;GAFA PROTECCION;;16;2;0;5000;;14/02/2011;16/05/2012
770145947777;0;0;CHAPA CANDADO GATO RF777;;16;1;0;61000;;14/02/2011;        
789119428209;0;0;CHAPA PAPAIZ;;16;0;0;110000;;14/02/2011;01/11/2013
770720034332;0;0;BASTAGO GRICOL GRANDE REF RB0271;;16;15;11948;17000;;14/02/2011;02/01/2016
2128;0;0;EMPAQUE GRICOL GRANDE;;16;1;734;2000;;14/02/2011;22/03/2016
770700777369;0;0;CHAPA PICO LORO;;16;1;0;40000;;14/02/2011;        
770145942201;0;0;CHAPA CANTONERA RF 730;;16;1;38554;53000;;14/02/2011;14/04/2015
1096;0;0;ANTENA GRABADORA;;16;30;0;0;;14/02/2011;        
3697;0;0;VAIBEN GRANDE PUERTA;;16;9;5234;8500;;14/02/2011;11/01/2016
3528;0;0;TOPE PUERTA SENCILLO;;16;5;659;2000;;14/02/2011;17/03/2016
3418;0;0;TE PLUF RJ45;;16;21;801;2000;;14/02/2011;11/11/2014
3684;0;0;UNION PLUF RJ45;;16;6;551;1500;;14/02/2011;05/02/2016
3055;0;0;PLAFONCITO E12;;16;0;250;500;;14/02/2011;19/04/2014
2374;0;0;GRAPA PLASTICO;;16;100;0;300;;14/02/2011;        
2268;0;0;EXPLITER 9 VIAS;;16;1;0;24000;;14/02/2011;11/08/2015
2267;0;0;EXPLITER 7 VIAS;;16;9;4400;10000;;14/02/2011;28/03/2016
3661;0;0;TUERCA SIFON LAVAMANOS;;16;3;301;700;;14/02/2011;31/01/2015
770317511450;0;0;XL GALON 2000 ML;;16;0;19128;30000;;14/02/2011;08/05/2014
3056;0;0;PLAFONCITO LOZA E12;;16;44;250;700;;14/02/2011;04/04/2016
3057;0;0;PLAFONCITO LOZA E14;;16;100;200;700;;14/02/2011;22/03/2016
2365;0;0;GRAPA METALICA 3/8;;16;3;36;200;;14/02/2011;04/12/2015
2208;0;0;ESMALTE GALON ALUMINIO;;16;1;0;52000;;14/02/2011;        
2209;0;0;ESMALTE GALON AZUL OSCURO;;16;0;0;52000;;14/02/2011;06/06/2013
2210;0;0;ESMALTE GALON NARANJA;;16;0;0;52000;;14/02/2011;08/08/2011
777053300200;0;0;OBRATEX X GALON LINO;;16;2;0;38000;;14/02/2011;        
2862;0;0;OBRATEX GALON NARANJA AMBAR;;16;2;0;38000;;14/02/2011;        
2858;0;0;OBRATEX GALON  MIEL DORADA;;16;2;0;38000;;14/02/2011;        
777037000000;0;0;OBRATEX GALON BLANCO HUESO;;16;1;0;38000;;14/02/2011;        
78477000052;0;0;CONVERTIDOR TIPO LEVINTON 3 A 2;;16;104;1800;3000;;15/02/2011;03/04/2016
2861;0;0;OBRATEX GALON LIMA NATURAL;;16;1;0;38000;;15/02/2011;        
2859;0;0;OBRATEX GALON AZUL COLONIAL;;16;1;0;38000;;15/02/2011;        
3130;0;0;RACHE JUEGO UYUSTOOLS REF: TUP012;;16;0;0;76000;;15/02/2011;27/03/2013
660731404371;0;0;RACHE JUEGO FOY TOOLS  REF: TUP012;;16;0;0;85000;;15/02/2011;22/09/2014
3128;0;0;RACHE JUEGO MP TOOLS 12 PIEZAS;;16;0;0;55000;;15/02/2011;09/01/2012
3712;0;0;VAQUELA FOGON;;16;0;744;2000;;15/02/2011;02/12/2012
770691289008;0;0;BROCA MURO LARGA 1/4;;16;3;9166;13000;;15/02/2011;14/11/2015
1288;0;0;BROCA MURO LARGA 5/16;;16;2;9896;14000;;15/02/2011;01/12/2015
770691289012;0;0;BROCA MURO LARGA1/2;;16;2;15390;24000;;15/02/2011;12/03/2016
2707;0;0;"MANDRIL ROSCADO DISCOVER 1/2 X 3/8""";;16;0;0;13000;;15/02/2011;12/03/2011
770298613200;0;0;MANDRIL ROSCADO DISCOVER 3/8 X 3/8;;16;0;6490;11000;;15/02/2011;08/03/2013
745302110477;0;0;MANDRIL ROSCADO WOLFGANG 1/2 X 1/2;;16;0;0;8500;;15/02/2011;01/05/2012
869129805011;0;0;CARGADOR PILA SONIVOX;;16;1;0;12000;;15/02/2011;        
770310677104;0;0;MICROFONO AS;;16;0;5701;9000;;15/02/2011;02/04/2015
2765;0;0;MICROFONO INALAMBRICO;;16;1;0;52000;;15/02/2011;18/03/2011
770310602023;0;0;MICROFONO KARAOKE;;16;0;0;9000;;15/02/2011;27/07/2011
770310603323;0;0;RF MODULADOR;;16;3;12000;27000;;15/02/2011;19/10/2015
770310602;0;0;MICROFONO TDM 213;;16;1;0;40000;;15/02/2011;        
1545;0;0;CALCULADORA GRANDE PC 3583;;16;1;0;18000;;15/02/2011;09/12/2013
2441;0;0;HOJA SIERRA BAHCO;;16;83;2292;3800;;15/02/2011;12/03/2016
745302111633;0;0;CABLE PODER ECONOMICO;;16;23;3000;6000;;15/02/2011;26/03/2016
770705260520;0;0;"BROCHA FORTE 5""";;16;0;0;10000;;15/02/2011;01/11/2014
770603637529;0;0;BROCHA MUNDIAL # 5;;16;1;0;9000;;15/02/2011;        
745301005534;0;0;"LLAVE EXPANSION 6"" ECONOMICA";;16;1;3200;6000;;15/02/2011;08/08/2013
2034;0;0;DESTAPADOR DE MANO;;16;12;450;1500;;15/02/2011;01/04/2016
3136;0;0;RACOR MANGUERA METALICO;;16;41;1400;3000;;15/02/2011;06/04/2016
325356112313;0;0;CUCHILLA CEPILLO STANLEY #3  2PG 1-12-313;;16;2;18440;28000;;15/02/2011;05/08/2012
1525;0;0;CAJA HERRAMIENTAS #24;;16;1;43791;68000;;15/02/2011;28/05/2015
1524;0;0;CAJA HERRAMIENTAS #22;;16;1;40888;55000;;15/02/2011;08/07/2015
1523;0;0;CAJA HERRAMIENTAS #20;;16;1;28308;40000;;15/02/2011;13/08/2015
2723;0;0;MANGUERA LAVADORA  DE 1.50;;16;8;6000;12000;;15/02/2011;16/01/2016
2874;0;0;OLLA EXPRESS CORONA 4 LITROS;;16;0;0;65000;;15/02/2011;02/01/2012
2875;0;0;OLLA EXPRESS UNIVERSAL 6 LITROS;;16;1;0;120000;;15/02/2011;        
2873;0;0;OLLA EXPRES UNIVERSAL 4 LITROS;;16;0;0;104000;;15/02/2011;14/06/2013
3467;0;0;"TIJERA PODADORA JT 8""";;16;8;5400;11000;;15/02/2011;28/02/2016
2453;0;0;INCRUSTRACIONES GRIVAL X JUEGO;;16;1;0;60000;;15/02/2011;        
871192005101;0;0;"MARCO ZOQUIAV MPTOOLS 24""";;16;0;8761;15000;;15/02/2011;24/06/2015
693159821156;0;0;"TRABADOR CERRUCHO 7"" FODEX";;16;0;0;12000;;15/02/2011;        
2628;0;0;LLAVE MIXTA CHINA #14MM;;16;1;900;2000;;15/02/2011;04/12/2015
2652;0;0;"LLAVE SCORPIO # 14""";;16;0;2000;4000;;15/02/2011;14/11/2011
2633;0;0;LLAVE MIXTA CHINA 9/16;;16;2;800;2500;;15/02/2011;30/01/2016
3329;0;0;SOPORTE MOLINO;;16;21;2800;6500;;15/02/2011;20/03/2016
2279;0;0;EXTENSION 5 MTS D 12 X 4 TOMAS;;16;1;0;25000;;15/02/2011;26/03/2016
3337;0;0;"SOPORTE PLASMA 21""";;16;1;25000;40000;;15/02/2011;19/12/2013
3336;0;0;"SOPORTE TV 14 """;;16;0;23000;35000;;15/02/2011;23/10/2013
2515;0;0;LAVADERO CON POCETA;;16;0;0;115000;;15/02/2011;        
2516;0;0;LAVADERO SIN  POCETA;;16;0;55680;85000;;15/02/2011;20/06/2015
3293;0;0;SOGA MARINA 13MM X CMS;;16;26750;14;25;;15/02/2011;24/03/2016
822312032414;0;0;AEROSOL PINVIACRIL VERDE METALIZADO;;16;1;9000;12000;;15/02/2011;10/10/2013
1286;0;0;BROCA MURO 1/4 LARGA MP TOOL;;16;1;0;3500;;15/02/2011;17/07/2014
1287;0;0;BROCA MURO 5/16 LARGA MP TOOL;;16;1;0;5000;;15/02/2011;        
2550;0;0;LIMA COLARATON  GAVILAN NICHOLSON;;16;8;3723;7500;;15/02/2011;06/03/2016
2558;0;0;LIMA PARA HERRAR BELLOTA;;16;1;22900;40000;;15/02/2011;16/04/2013
745303842735;0;0;CANDADO CASTOR # 30;;16;66;1700;3500;;15/02/2011;08/04/2016
770245600077;0;0;LIMA PARA HERRAR ECONOMICA;;16;0;0;35000;;15/02/2011;02/02/2013
2555;0;0;LIMA MOTOSIERRA  1/4;;16;0;0;4200;;15/02/2011;19/08/2013
2557;0;0;LIMA NICHOLSON SIN CABO;;16;14;4320;6000;;15/02/2011;18/04/2016
3151;0;0;REFLECTOR HALOGENO CON BASE;;16;2;0;35000;;15/02/2011;        
3103;0;0;PROTECTOR DE DESCARGAS TV;;16;1;0;10000;;15/02/2011;27/04/2011
693331551081;0;0;REGLETA TELEFONO 5 PLUF;;16;1;0;6000;;15/02/2011;14/04/2015
770449500005;0;0;CANDADO BARRIL VERA;;16;1;0;22500;;15/02/2011;        
770449500097;0;0;CANDADO VERA;;16;0;0;22000;;15/02/2011;12/08/2015
770700253560;0;0;GATO PUETA ESTANFOR;;16;1;0;0;;15/02/2011;        
770449501962;0;0;PASADOR EURO 2  3 /4  VERA;;16;5;5701;8500;;15/02/2011;10/03/2016
1814;0;0;"CLAVO ESTRIADO 4""";;16;0;0;150;;15/02/2011;24/08/2013
1813;0;0;"CLAVO ESTRIADO 3""";;16;2;0;100;;15/02/2011;23/11/2015
3295;0;0;SOGA MARINA6MM X CMS;;16;20550;4;7;;15/02/2011;09/04/2016
3294;0;0;SOGA MARINA 8MM X CMS;;16;5350;6;10;;15/02/2011;09/04/2016
1474;0;0;CABUYA 10 MM;;16;22450;7;15;;15/02/2011;09/04/2016
1475;0;0;CABUYA 13 MM;;16;1550;13;25;;15/02/2011;09/03/2016
1580;0;0;CANDADO BULLDOG #38;;16;0;2000;4500;;15/02/2011;07/03/2016
911223080734;0;0;PAJARO ASPERSOR  KTOOLS;;16;6;3900;9000;;15/02/2011;27/02/2016
789111700505;0;0;PITON  TRAMONTINA;;16;1;0;7600;;15/02/2011;        
770633500484;0;0;DIABLO  HERRAGRO;;16;0;12990;26000;;15/02/2011;03/11/2015
794685551512;0;0;PITON COBRE   PIT BULL;;16;0;0;9000;;16/02/2011;22/02/2012
1320;0;0;BROCA LAMINA MPTOOLS 1/16;;16;9;0;500;;16/02/2011;        
1321;0;0;BROCA LAMINA MPTOOLS 5/64;;16;9;0;500;;16/02/2011;11/11/2011
1314;0;0;BROCA LAMINA MP TOOLS 3/32;;16;8;0;500;;16/02/2011;28/04/2011
1318;0;0;BROCA LAMINA MP TOOLS 7/64;;16;10;0;700;;16/02/2011;        
1307;0;0;BROCA LAMINA MP TOOLS 1/8;;16;27;0;700;;16/02/2011;17/01/2013
1319;0;0;BROCA LAMINA MP TOOLS 9/64;;16;3;0;800;;16/02/2011;16/02/2013
1316;0;0;BROCA LAMINA MP TOOLS 5/32;;16;20;0;1000;;16/02/2011;        
1308;0;0;BROCA LAMINA MP TOOLS 11/64;;16;9;0;1200;;16/02/2011;26/06/2014
1313;0;0;BROCA LAMINA MP TOOLS 3/16;;16;14;0;1200;;16/02/2011;31/12/2015
1309;0;0;BROCA LAMINA MP TOOLS 13/64;;16;18;0;1200;;16/02/2011;08/05/2011
1317;0;0;BROCA LAMINA MP TOOLS 7/32;;16;10;0;1400;;16/02/2011;        
1310;0;0;BROCA LAMINA MP TOOLS 15/64;;16;9;0;1500;;16/02/2011;11/03/2011
1306;0;0;BROCA LAMINA MP TOOLS 1/4;;16;7;0;1600;;16/02/2011;08/10/2014
1311;0;0;BROCA LAMINA MP TOOLS 17/64;;16;18;0;1800;;16/02/2011;15/05/2015
1312;0;0;BROCA LAMINA MP TOOLS 19/64;;16;10;0;2000;;16/02/2011;        
1315;0;0;BROCA LAMINA MP TOOLS 5/16;;16;1;0;2500;;16/02/2011;05/10/2014
1305;0;0;BROCA LAMINA MP TOOLS 1/2;;16;5;0;6500;;16/02/2011;01/11/2013
1289;0;0;"BROCA MURO MPTOOLS 5/32X 4""";;16;9;0;500;;16/02/2011;03/04/2016
1304;0;0;BROCA LAMINA INCOLMA 7/64;;16;15;1265;1800;;16/02/2011;12/09/2012
1302;0;0;BROCA LAMINA INCOLMA 19/64;;16;4;4571;6500;;16/02/2011;02/02/2013
770356220054;0;0;ENCENDEDOR PARA GAS CHISPA;;16;1;0;4000;;16/02/2011;08/09/2012
2136;0;0;ENCENDEDOR CON LINTERNA;;16;13;2400;4000;;16/02/2011;18/04/2016
490465000443;0;0;ENCENDEDOR GAS TOKAI;;16;1;0;5500;;16/02/2011;        
3376;0;0;TAPA LISA 2X4 PLASTICA;;16;36;150;350;;16/02/2011;27/03/2016
3373;0;0;TAPA DOBLE SUICHE METALICA;;16;5;0;800;;16/02/2011;        
3379;0;0;TAPA PLAFON METALICA;;16;16;0;600;;16/02/2011;25/08/2014
3380;0;0;TAPA PLAFON PLASTICA;;16;101;150;500;;16/02/2011;21/03/2016
770704370311;0;0;AHORRADO ESPIRAL FIEL 100W A 220V;;16;4;33756;52000;;16/02/2011;15/12/2013
2067;0;0;DESTORNILLADOR RANGER PALA 1/4X10;;16;5;2000;3500;;16/02/2011;14/08/2013
2068;0;0;DESTORNILLADOR RANGER PALA 1/4X8;;16;7;1325;3000;;16/02/2011;22/03/2016
2058;0;0;DESTORNILLADOR RANGER ESTRELLA 1/4X8;;16;1;1472;3000;;16/02/2011;24/03/2016
2064;0;0;DESTORNILLADOR RANGER ESTRELLA 3/16 X 8;;16;5;1300;3000;;16/02/2011;12/03/2016
2074;0;0;DESTORNILLADOR RANGER PALA 3/16 X 8;;16;12;1121;3000;;16/02/2011;12/01/2015
2060;0;0;DESTORNILLADOR RANGER ESTRELLA 1/8 X 6;;16;8;751;2500;;16/02/2011;12/11/2015
2066;0;0;DESTORNILLADOR RANGER PALA 1/4 X 6;;16;2;1600;3500;;16/02/2011;23/03/2016
2070;0;0;DESTORNILLADOR RANGER PALA 1/8 X 6;;16;12;850;2000;;16/02/2011;09/04/2016
2061;0;0;DESTORNILLADOR RANGER ESTRELLA 1/8 X 8;;16;8;1000;2500;;16/02/2011;08/02/2016
2059;0;0;DESTORNILLADOR RANGER ESTRELLA 1/8 X 4;;16;0;800;2000;;16/02/2011;19/03/2016
2069;0;0;DESTORNILLADOR RANGER PALA 1/8 X 4;;16;12;750;2000;;16/02/2011;07/03/2016
2062;0;0;DESTORNILLADOR RANGER ESTRELLA 3/16 X 4;;16;12;1250;2500;;16/02/2011;20/02/2016
2072;0;0;DESTORNILLADOR RANGER PALA 3/16 X 4;;16;4;852;2500;;16/02/2011;24/12/2015
2065;0;0;DESTORNILLADOR RANGER PALA 1/4 X 4;;16;1;1092;3000;;16/02/2011;05/04/2016
2063;0;0;DESTORNILLADOR RANGER ESTRELLA 3/16 X 6;;16;14;1200;3500;;16/02/2011;30/01/2016
2073;0;0;DESTORNILLADOR RANGER PALA 3/16 X 6;;16;3;950;3000;;16/02/2011;23/03/2016
3725;0;0;BASCULA DE MESA;;16;1;65540;98500;;16/02/2011;29/10/2013
770691289010;0;0;BROCA MURO LARGA 3/8;;16;1;14706;22000;;16/02/2011;19/04/2016
2071;0;0;DESTORNILLADOR RANGER PALA 3/16 X 3;;16;12;776;2500;;16/02/2011;02/04/2016
2057;0;0;DESTORNILLADOR RANGER ESTRELLA 1/4 X 6;;16;8;1462;3000;;16/02/2011;04/04/2016
2053;0;0;DESTORNILLADOR FEXARO 4X8 PALA;;16;0;0;1200;;16/02/2011;27/03/2015
2048;0;0;DESTORNILLADOR BAHCO 1/4 X 6 PALA;;16;0;0;6500;;16/02/2011;17/01/2016
2049;0;0;DESTORNILLADOR CHEQUEADOR MPTOOLS;;16;1;0;2000;;16/02/2011;05/08/2013
2076;0;0;DESTORNILLADOR UYUSTOOL 5X75 MM;;16;1;0;3000;;16/02/2011;        
2050;0;0;DESTORNILLADOR DOBLE PUNTA ROJO NEGRO;;16;8;900;2000;;16/02/2011;12/03/2016
3377;0;0;TAPA LISA 4X 4 PLASTICA;;16;32;160;500;;16/02/2011;09/04/2016
805673010352;0;0;LAMPARA CON SOPORTE CRAFTSMAN;;16;1;0;140000;;16/02/2011;        
2687;0;0;ENCHUFE 2X20;;16;10;1800;3000;;16/02/2011;09/04/2016
2514;0;0;LAVADERO 1 X 60 MTS;;16;0;0;110000;;16/02/2011;04/02/2013
747752154703;0;0;"SERRUCHO ESTANLEY LUCTADOR 18""";;16;1;12113;20000;;16/02/2011;21/11/2015
3070;0;0;PLOMADA CASTA¾A GRANDE;;16;7;6000;12000;;16/02/2011;13/03/2016
